VehicleID,Location,Maker,Model,Year,Colour,Type,Distance,Amount
VHL14109,Lagos,Toyota,Camry,2008.0,Silver,Foreign Used,101683.3314977967,3.6
VHL15087,Abuja,Toyota,Highlander Limited,2010.0,White,Foreign Used,65349.0,6.85
VHL15528,Lagos,Toyota,Camry,2009.0,Gray,Foreign Used,86524.0,3.75
VHL16856,Abuja,Mercedes-Benz,M Class ML 350 4Matic,2013.0,Black,Foreign Used,87886.068,10.0
VHL15968,Abuja,Lexus,ES 350,2010.0,Black,Nigerian Used,75214.0,6.5
VHL11013,Abuja,Lexus,RX 330,2004.0,Blue,Nigerian Used,65242.0,4.5
VHL19319,Lagos,Nissan,Murano,2003.0,Brown,Nigerian Used,184886.90740740742,2.81
VHL19543,Abuja,Lexus,IS,2008.0,Silver,Foreign Used,120987.17749603803,4.5
VHL16868,Abuja,Toyota,Sienna LE FWD (3.3L V6 5A),2004.0,Gold,Foreign Used,121300.0,1.8
VHL18067,Abuja,Lexus,LX 570 (5 Seats) AWD,2018.0,Black,Foreign Used,20000.0,67.5
VHL14240,Lagos,Lexus,ES 350,2009.0,Gold,Foreign Used,36521.0,4.5
VHL12140,Abuja,Toyota,Highlander,2003.0,Gray,Nigerian Used,184886.90740740742,2.2
VHL13856,Ibadan,Toyota,Camry,2007.0,Gray,Foreign Used,139643.87962962964,3.3
VHL10705,Abuja,Honda,Accord,2013.0,Red,Nigerian Used,87886.068,4.2
VHL19331,Ibadan,Toyota,Camry,2010.0,Gold,Foreign Used,111522.88737864078,4.0
VHL18983,Abuja,Mercedes-Benz,C230,2005.0,Gold,Foreign Used,100000.0,2.5
VHL17578,Abuja,Toyota,4-Runner,2000.0,Gray,Nigerian Used,168309.02702702704,1.5
VHL10631,Abuja,Hyundai,Elantra,2007.0,Gray,Nigerian Used,195106.0,1.69
VHL14589,Lagos,Mercedes-Benz,GLK-Class,2010.0,Silver,Foreign Used,156155.0,6.73
VHL18076,Lagos,Lexus,RX 350,2011.0,Gray,Foreign Used,121131.0,9.5
VHL17000,Lagos,Lexus,GX 470,2007.0,Black,Foreign Used,87451.0,5.5
VHL18763,Lagos,Lexus,ES 350,2008.0,Red,Foreign Used,129630.0,4.5
VHL19770,Lagos,Lexus,RX 350 AWD,2008.0,Gray,Foreign Used,78669.0,5.78
VHL11818,Lagos,Lexus,ES 350 FWD,2013.0,Silver,Foreign Used,58869.0,9.7
VHL14219,Abuja,Ford,Edge,2008.0,Silver,Foreign Used,87322.0,3.8
VHL14329,Lagos,Ford,Explorer,2012.0,Black,Foreign Used,101670.85461721478,8.44
VHL16439,Lagos,Acura,MDX SUV 4dr AWD (3.7 6cyl 5A),2009.0,Blue,Foreign Used,56655.0,7.5
VHL14035,Lagos,Toyota,4-Runner Limited V6,2005.0,Silver,Foreign Used,101656.7558881216,4.45
VHL16458,Lagos,Toyota,4-Runner Limited 4x4,2019.0,Black,Foreign Used,5000.0,29.0
VHL10503,Lagos,Dodge,RAM,2014.0,Black,Nigerian Used,69000.0,11.25
VHL18144,Ibadan,Toyota,Corolla,2010.0,Gray,Nigerian Used,86000.0,2.05
VHL10177,Lagos,Lexus,RX 450hL Luxury AWD,2018.0,Gold,Foreign Used,5626.0,21.5
VHL13332,Lagos,Honda,Pilot,2007.0,Black,Foreign Used,101570.9542615553,3.59
VHL16701,Lagos,Lexus,RX 350 4x4,2007.0,Brown,Foreign Used,139643.87962962964,5.4
VHL19438,Abuja,Toyota,Highlander,2013.0,White,Nigerian Used,129939.0,10.69
VHL11941,Abuja,Mercedes-Benz,C300,2016.0,Brown,Foreign Used,59739.19502074689,11.9
VHL14612,Lagos,Lexus,RX 350 FWD,2012.0,Blue,Foreign Used,65828.0,7.4
VHL12469,Lagos,Toyota,Highlander Limited 3.5l 4WD,2013.0,White,Foreign Used,100000.0,8.68
VHL10452,Lagos,Toyota,Camry,2009.0,Silver,Foreign Used,75324.0,3.2
VHL12936,Lagos,Toyota,Avalon,2013.0,Red,Foreign Used,95124.0,8.5
VHL11661,Ibadan,Toyota,Camry,2002.0,Silver,Nigerian Used,79321.0,1.2
VHL10149,Abuja,Lexus,GX,2004.0,Black,Nigerian Used,101549.13762778531,7.31
VHL15813,Lagos,Toyota,4-Runner Sport Edition,2004.0,Gray,Foreign Used,180983.2039800995,3.95
VHL15408,Lagos,Toyota,Highlander 4x4,2008.0,Green,Foreign Used,69769.0,6.0
VHL11049,Lagos,Lexus,RX 350,2011.0,Blue,Foreign Used,30457.0,10.8
VHL16564,Abuja,Lexus,LS,2008.0,White,Nigerian Used,120606.0,3.5
VHL11970,Lagos,Lexus,LX,2018.0,Black,Brand New,44090.12037037037,52.0
VHL10052,Ibadan,Honda,CR-V,2004.0,Red,Foreign Used,101535.64310271534,2.48
VHL16557,Abuja,Toyota,Tacoma,2017.0,Black,Foreign Used,50333.97142857143,16.55
VHL16705,Abuja,Mercedes-Benz,S-Class,2016.0,Black,Foreign Used,47000.0,45.0
VHL11003,Abuja,Toyota,Corolla S,2007.0,Black,Nigerian Used,139643.87962962964,2.4
VHL14586,Lagos,Toyota,RAV4 4x4,2007.0,Black,Foreign Used,139643.87962962964,3.9
VHL18235,Lagos,Lexus,ES 350,2008.0,Gray,Foreign Used,176353.0,4.1
VHL10039,Abuja,Mercedes-Benz,G-Class G 63 AMG,2021.0,White,Brand New,7653.89,195.0
VHL15836,Abuja,Toyota,Land Cruiser Prado 3 172hp,2018.0,Black,Foreign Used,44090.12037037037,27.0
VHL13623,Abuja,Toyota,RAV4 Limited FWD,2020.0,Green,Brand New,854.0,27.0
VHL10739,Abuja,Toyota,Camry,2011.0,Blue,Foreign Used,99631.70047169812,4.35
VHL19970,Ibadan,Toyota,Corolla,2005.0,Silver,Nigerian Used,160932.0,1.69
VHL17873,Abuja,Land Rover,Range Rover,2009.0,Green,Nigerian Used,115596.78333333334,3.5
VHL10265,Ibadan,Lexus,RX 350 XE 4x4,2008.0,Silver,Foreign Used,135000.0,5.6
VHL10303,Ibadan,Toyota,Camry,2008.0,Black,Foreign Used,198000.0,3.55
VHL18303,Abuja,Lincoln,Navigator,2013.0,Silver,Foreign Used,56000.0,9.9
VHL11104,Ibadan,Toyota,Corolla S,2007.0,Silver,Foreign Used,130000.0,3.15
VHL14261,Lagos,Lexus,RX 350,2011.0,Silver,Foreign Used,65000.0,8.7
VHL10593,Lagos,Toyota,Camry 2.4 XLE,2008.0,Red,Foreign Used,91738.0,3.4
VHL12840,Lagos,Acura,MDX SUV 4dr AWD (3.7 6cyl 5A),2008.0,White,Foreign Used,75000.0,3.95
VHL12641,Lagos,Toyota,Venza V6 AWD,2010.0,White,Foreign Used,111522.88737864078,7.9
VHL18707,Lagos,Mercedes-Benz,GL-Class GL 450,2010.0,Black,Foreign Used,111522.88737864078,8.0
VHL12011,Lagos,Lexus,RX,2003.0,Silver,Foreign Used,65000.0,3.5
VHL13228,Lagos,Lexus,CT Base FWD,2016.0,Gray,Foreign Used,101503.68058169715,10.2
VHL14055,Lagos,Toyota,Camry,2009.0,Gray,Foreign Used,75840.0,3.9
VHL12831,Lagos,Lexus,RX 350,2011.0,Silver,Foreign Used,65802.0,10.5
VHL14612,Lagos,Lexus,ES 350,2012.0,White,Foreign Used,101664.2219387755,6.5
VHL17233,Lagos,Toyota,Corolla,2011.0,Silver,Foreign Used,65470.0,4.39
VHL15288,Ibadan,Toyota,Corolla S,2007.0,Blue,Nigerian Used,189632.0,1.9
VHL17021,Abuja,Peugeot,504,2004.0,Yellow,Nigerian Used,180983.2039800995,1.4
VHL17461,Lagos,Toyota,Venza XLE AWD,2013.0,Gray,Foreign Used,88123.0,9.5
VHL16274,Lagos,Acura,MDX,2012.0,Black,Foreign Used,101664.2219387755,6.0
VHL18265,Lagos,Toyota,Venza XLE AWD,2013.0,White,Foreign Used,75365.0,12.0
VHL17648,Abuja,Honda,CR-V EX-L AWD,2020.0,Gray,Foreign Used,15767.532258064517,13.9
VHL11061,Ibadan,Toyota,Camry,2012.0,White,Foreign Used,98000.0,4.7
VHL16651,Ibadan,Lexus,RX 350,2010.0,Gray,Foreign Used,111522.88737864078,9.1
VHL15100,Lagos,Toyota,Highlander Limited,2009.0,Green,Foreign Used,80000.0,7.65
VHL16186,Lagos,Honda,Accord Sedan EX-L V-6,2010.0,Black,Nigerian Used,149189.0,2.25
VHL12137,Lagos,Toyota,Camry,2013.0,White,Foreign Used,62745.0,6.2
VHL17555,Abuja,Mercedes-Benz,S-Class S 63 AMG (W222),2016.0,Black,Foreign Used,43000.0,40.0
VHL16565,Lagos,Mercedes-Benz,GL-Class GL 450,2007.0,Black,Foreign Used,139643.87962962964,4.5
VHL16759,Abuja,Toyota,Corolla,2004.0,White,Nigerian Used,180983.2039800995,2.3
VHL16546,Abuja,Peugeot,206,2005.0,Blue,Nigerian Used,156069.08239700375,1.63
VHL15709,Lagos,Lexus,GX 460 Luxury,2018.0,White,Foreign Used,30121.0,27.0
VHL16681,Abuja,Toyota,Highlander,2015.0,Black,Foreign Used,66000.63322884013,12.5
VHL11428,Lagos,Toyota,Camry 2.4 LE,2008.0,Silver,Foreign Used,94580.0,3.2
VHL19213,Abuja,Toyota,Corolla LE,2005.0,Black,Nigerian Used,156069.08239700375,2.0
VHL12512,Lagos,Lexus,RX 350,2010.0,Black,Foreign Used,95486.0,10.69
VHL13436,Abuja,Toyota,Corolla,2016.0,Gray,Foreign Used,35000.0,6.7
VHL13302,Abuja,Toyota,Camry,2008.0,Silver,Nigerian Used,128881.0,2.2
VHL16176,Abuja,Toyota,Camry,2010.0,Black,Nigerian Used,121362.0,2.4
VHL18255,Lagos,Toyota,Camry,2009.0,Gray,Foreign Used,115596.78333333334,3.4
VHL15785,Abuja,Honda,Odyssey LX,2009.0,Gray,Foreign Used,136130.0,3.38
VHL11660,Ibadan,Ford,Explorer,2013.0,Blue,Nigerian Used,88734.0,9.56
VHL17057,Lagos,Hyundai,Sonata,2009.0,Black,Foreign Used,164003.0,1.8
VHL15049,Abuja,Lexus,LX 570 (5 Seats) AWD,2021.0,Black,Brand New,7653.89,87.5
VHL18354,Lagos,Lexus,ES,2015.0,Black,Foreign Used,66000.63322884013,9.8
VHL19590,Lagos,Mercedes-Benz,E350,2008.0,Silver,Foreign Used,120987.17749603803,4.25
VHL13074,Abuja,Toyota,Highlander Sport,2009.0,Gold,Nigerian Used,68000.0,5.3
VHL13025,Lagos,Lexus,ES 350,2008.0,Red,Foreign Used,76345.0,5.25
VHL16519,Abuja,BMW,X3 2.5si Exclusive Automatic,2008.0,Gold,Foreign Used,120987.17749603803,5.5
VHL12186,Abuja,Toyota,Avanza,2011.0,Gray,Foreign Used,68000.0,6.7
VHL12552,Lagos,Toyota,Tundra,2016.0,White,Foreign Used,23000.0,23.0
VHL12862,Abuja,Hyundai,I10,2015.0,Gray,Nigerian Used,66000.63322884013,2.7
VHL15865,Lagos,Lexus,IS 250,2008.0,Blue,Nigerian Used,112068.0,2.81
VHL16063,Lagos,Lexus,GX 460 Luxury,2020.0,White,Foreign Used,6000.0,35.5
VHL18555,Lagos,Lexus,LX,2019.0,Gray,Foreign Used,23881.0,58.0
VHL17779,Lagos,Mercedes-Benz,E300,2021.0,Black,Brand New,42.0,66.5
VHL13731,Abuja,Mercedes-Benz,E350,2013.0,Gray,Foreign Used,45264.0,12.5
VHL11472,Lagos,Lexus,RX,2012.0,Gold,Foreign Used,64000.0,10.8
VHL18853,Abuja,Toyota,Camry,2015.0,Black,Foreign Used,86280.0,5.16
VHL19238,Abuja,Lexus,GX 470 Sport Utility,2005.0,Silver,Foreign Used,99000.0,6.0
VHL11652,Lagos,Toyota,Sequoia,2004.0,Green,Foreign Used,96523.0,3.58
VHL11579,Lagos,Toyota,Yaris,2014.0,Black,Nigerian Used,101438.97020009716,4.5
VHL12031,Lagos,Lexus,RX,2002.0,Black,Foreign Used,168652.54666666666,3.3
VHL11395,Abuja,Lexus,ES 350,2008.0,Gray,Nigerian Used,52588.0,3.5
VHL12835,Abuja,Toyota,Camry 2.4 XLE,2008.0,Silver,Nigerian Used,120987.17749603803,2.2
VHL13867,Lagos,Ford,Edge,2011.0,Black,Nigerian Used,182031.0,2.59
VHL15464,Abuja,Lexus,NX,2017.0,White,Foreign Used,41576.0,17.0
VHL18310,Lagos,Toyota,Camry SE FWD (2.5L 4cyl 8AM),2018.0,Silver,Foreign Used,35688.0,14.5
VHL16730,Abuja,Mercedes-Benz,CLA-Class,2015.0,Silver,Nigerian Used,68000.0,7.5
VHL10108,Abuja,Toyota,Land Cruiser Prado,2014.0,Black,Nigerian Used,95945.0,16.31
VHL12049,Abuja,Toyota,Avalon,2019.0,Black,Brand New,25.0,32.0
VHL18796,Lagos,Chevrolet,Uplander,2008.0,Gray,Foreign Used,75538.0,1.15
VHL10671,Abuja,Toyota,RAV4,2015.0,Black,Foreign Used,63738.0,9.5
VHL11035,Lagos,Toyota,Camry,2007.0,Green,Foreign Used,114034.0,3.8
VHL12266,Abuja,Toyota,Camry,2014.0,White,Foreign Used,77686.18630136986,5.1
VHL19255,Abuja,Toyota,Camry,2013.0,Silver,Foreign Used,156764.0,5.5
VHL14315,Abuja,Toyota,Avalon Touring,2007.0,Silver,Foreign Used,100000.0,3.2
VHL14881,Lagos,Lexus,ES 350,2007.0,Black,Nigerian Used,65555.0,3.25
VHL11686,Lagos,Lexus,ES 350,2008.0,Gray,Foreign Used,88000.0,4.45
VHL12091,Abuja,Toyota,Camry,2018.0,Gray,Foreign Used,61796.0,13.2
VHL18301,Abuja,Toyota,Camry,2008.0,Silver,Nigerian Used,120987.17749603803,2.3
VHL14695,Abuja,Honda,Civic LX Coupe Automatic,2012.0,Black,Foreign Used,45212.0,3.4
VHL12140,Lagos,Lexus,RX 350 AWD,2013.0,Gray,Foreign Used,75000.0,11.8
VHL13818,Lagos,Lexus,ES 350,2010.0,Black,Foreign Used,111522.88737864078,6.25
VHL15349,Lagos,Toyota,Camry,2012.0,Red,Foreign Used,101664.2219387755,5.8
VHL15150,Lagos,Toyota,Tundra Double Cab 4x4 Limited,2011.0,Black,Foreign Used,98000.0,10.0
VHL19874,Lagos,Lexus,GS 300 Automatic Off,2006.0,White,Foreign Used,210836.0,3.15
VHL14193,Lagos,Toyota,Highlander Sport,2006.0,Silver,Foreign Used,146108.96941896025,4.3
VHL18401,Ibadan,Toyota,Avensis 2 D-4d Executive,2005.0,Gold,Foreign Used,167700.0,2.85
VHL16410,Lagos,Lexus,RX 350,2008.0,Blue,Foreign Used,140444.0,5.5
VHL18387,Lagos,Honda,Accord Crosstour EX,2012.0,Brown,Nigerian Used,39002.0,3.94
VHL13649,Lagos,Mercedes-Benz,M Class ML 350 4Matic,2012.0,Gray,Foreign Used,101664.2219387755,11.8
VHL14318,Abuja,Toyota,Hilux,2020.0,White,Foreign Used,13175.0,25.0
VHL13466,Lagos,Lexus,RX,2013.0,White,Foreign Used,87886.068,9.0
VHL14294,Lagos,Mercedes-Benz,M Class ML 350 4Matic,2007.0,Gold,Foreign Used,98565.0,4.9
VHL15954,Lagos,Toyota,Venza AWD,2010.0,Blue,Foreign Used,111522.88737864078,7.5
VHL13901,Abuja,Toyota,Fortuner,2020.0,White,Brand New,1000.0,28.0
VHL13970,Lagos,Toyota,Tundra,2016.0,Orange,Foreign Used,59739.19502074689,25.5
VHL12616,Ibadan,Ford,Edge,2010.0,Gray,Nigerian Used,111522.88737864078,3.2
VHL14024,Ibadan,Mercedes-Benz,C300,2015.0,Black,Foreign Used,113731.0,13.5
VHL17725,Lagos,Kia,Cerato,2013.0,Black,Nigerian Used,201728.0,1.69
VHL16975,Abuja,Audi,S5,2019.0,Black,Foreign Used,23142.0,43.0
VHL16683,Lagos,Toyota,4-Runner SR5 2WD,2010.0,Black,Foreign Used,87159.0,12.0
VHL13216,Abuja,Toyota,Corolla,2010.0,Green,Nigerian Used,111522.88737864078,2.75
VHL14029,Lagos,Lexus,GX 470 Sport Utility,2005.0,Gray,Foreign Used,86495.0,6.45
VHL11521,Lagos,Lexus,RX 350 2WD,2020.0,Gray,Foreign Used,15767.532258064517,32.0
VHL13696,Abuja,Ford,Explorer 4 Sport Track Automatic,2002.0,Gray,Nigerian Used,101416.53782580806,1.01
VHL15090,Abuja,Toyota,Camry XLE V6 FWD,2020.0,Black,Brand New,2000.0,19.8
VHL17578,Lagos,Lexus,IS,2006.0,Gold,Foreign Used,146108.96941896025,3.8
VHL15896,Abuja,Toyota,Camry,2013.0,Black,Foreign Used,87886.068,4.7
VHL18247,Ibadan,Toyota,Corolla,2008.0,Silver,Nigerian Used,91701.0,2.03
VHL11533,Abuja,Honda,CR-V,2013.0,Blue,Foreign Used,51000.0,7.5
VHL12482,Lagos,Mercedes-Benz,GL-Class GL 450,2009.0,Black,Foreign Used,130000.0,7.0
VHL17083,Abuja,Mercedes-Benz,C400,2015.0,Black,Nigerian Used,67123.0,15.5
VHL19587,Lagos,Lexus,IS 250 AWD Automatic,2012.0,Silver,Foreign Used,63000.0,5.65
VHL16386,Ibadan,Lexus,ES 350,2011.0,Gray,Foreign Used,78000.0,6.3
VHL15662,Abuja,Kia,Forte EX,2010.0,Black,Foreign Used,40675.0,3.0
VHL14430,Lagos,Honda,Accord,2009.0,Black,Nigerian Used,148264.0,2.25
VHL15170,Abuja,Jaguar,F-Type 400 Sport AWD Convertible,2018.0,Black,Foreign Used,44090.12037037037,25.0
VHL16853,Abuja,Toyota,Sienna,2006.0,Gray,Foreign Used,163287.0,3.82
VHL17469,Lagos,Acura,MDX,2011.0,White,Foreign Used,55396.0,6.3
VHL11404,Lagos,Lexus,ES 350,2008.0,Red,Foreign Used,87000.0,4.7
VHL17243,Lagos,Mercedes-Benz,GLE43,2018.0,Black,Foreign Used,44090.12037037037,44.0
VHL10911,Abuja,Toyota,Corolla,2013.0,Red,Nigerian Used,69000.0,2.7
VHL11542,Lagos,Toyota,Highlander Limited V6,2005.0,Blue,Foreign Used,52814.0,4.65
VHL17683,Ibadan,Nissan,Pathfinder LE 4x4,2006.0,Black,Foreign Used,146108.96941896025,2.9
VHL12829,Abuja,BMW,X3,2013.0,Red,Nigerian Used,114427.0,5.4
VHL15404,Lagos,Lexus,ES,2007.0,Black,Foreign Used,23568.0,3.35
VHL11766,Abuja,Toyota,Tacoma,2017.0,Silver,Foreign Used,40000.0,24.0
VHL12304,Lagos,Lexus,GX 470 Sport Utility,2007.0,Silver,Foreign Used,82000.0,6.6
VHL14397,Abuja,Toyota,Highlander,2016.0,Brown,Foreign Used,83151.0,14.0
VHL12352,Lagos,Acura,RDX Off,2017.0,White,Foreign Used,60000.0,14.0
VHL11722,Lagos,Lexus,ES 350,2010.0,Gray,Foreign Used,75000.0,5.8
VHL19794,Lagos,Toyota,Camry,2011.0,Black,Foreign Used,87500.0,5.4
VHL17800,Abuja,Mercedes-Benz,E350,2010.0,Black,Nigerian Used,111522.88737864078,5.5
VHL19531,Lagos,Lexus,GX 470 Sport Utility,2007.0,Silver,Foreign Used,63852.0,6.8
VHL12301,Ibadan,Toyota,Avensis Wagon,2005.0,Green,Foreign Used,112000.0,2.1
VHL16456,Lagos,Lexus,RX 330 AWD,2006.0,White,Foreign Used,146108.96941896025,4.95
VHL12577,Abuja,Toyota,Camry,2010.0,Silver,Foreign Used,111522.88737864078,4.3
VHL13828,Abuja,BMW,X7 xDrive50i,2019.0,Black,Foreign Used,2540.0,120.0
VHL10260,Lagos,Lexus,RX 350,2010.0,Gray,Foreign Used,93368.0,8.8
VHL14533,Lagos,Ford,Edge SE 4dr FWD (3.5L 6cyl 6A),2007.0,Black,Foreign Used,101385.03426194449,3.04
VHL13425,Ibadan,Nissan,Pathfinder,2002.0,Black,Nigerian Used,101345.46112260639,1.01
VHL12679,Abuja,Toyota,Venza V6 AWD,2010.0,Gray,Nigerian Used,123769.0,5.9
VHL15823,Abuja,Mercedes-Benz,E300,2017.0,Black,Nigerian Used,50333.97142857143,16.5
VHL17091,Abuja,Toyota,Land Cruiser 5.7 V8 VXR,2020.0,Black,Brand New,15767.532258064517,49.5
VHL14122,Lagos,Toyota,Highlander V6 4x4,2005.0,White,Foreign Used,156069.08239700375,3.8
VHL15686,Abuja,Toyota,Corolla,2009.0,Green,Foreign Used,84645.0,3.85
VHL16647,Lagos,Toyota,Camry,2019.0,Red,Foreign Used,6575.0,9.75
VHL16549,Ibadan,Kia,Optima,2014.0,Silver,Foreign Used,77686.18630136986,3.7
VHL15426,Lagos,Kia,Rio,2013.0,Silver,Nigerian Used,81106.0,1.65
VHL13009,Lagos,Lexus,GX,2008.0,Gold,Foreign Used,120987.17749603803,8.65
VHL14071,Lagos,Toyota,Camry,2005.0,Green,Foreign Used,101319.86262126814,2.81
VHL13997,Abuja,Toyota,RAV4 Limited,2008.0,White,Nigerian Used,120987.17749603803,2.5
VHL14907,Lagos,Mercedes-Benz,C250,2014.0,Black,Foreign Used,77686.18630136986,8.0
VHL12713,Abuja,Toyota,Camry,2011.0,Red,Foreign Used,90000.0,3.95
VHL14456,Ibadan,Toyota,Corolla 1.6 VVT-i,2006.0,Blue,Nigerian Used,147635.0,1.13
VHL18180,Abuja,Ford,Escape,2009.0,Black,Nigerian Used,65000.0,2.3
VHL15174,Abuja,Hyundai,I10 1.2,2012.0,Black,Nigerian Used,130521.0,1.6
VHL14860,Abuja,Infiniti,JX,2013.0,Red,Nigerian Used,75000.0,4.5
VHL13679,Lagos,Lexus,GX 460 Luxury,2016.0,White,Foreign Used,65000.0,27.0
VHL16276,Abuja,Mercedes-Benz,E55,2021.0,Black,Brand New,7653.89,76.5
VHL18957,Lagos,Mercedes-Benz,GLK-Class 350 4MATIC,2013.0,Gray,Foreign Used,62408.0,11.5
VHL12421,Lagos,Lexus,RX 350,2010.0,Gray,Foreign Used,74690.0,9.5
VHL10914,Abuja,Honda,Accord,2008.0,White,Foreign Used,120987.17749603803,4.2
VHL10022,Ibadan,Toyota,Highlander Sport,2008.0,Gray,Foreign Used,85000.0,5.7
VHL12920,Ibadan,Toyota,Corolla,2011.0,Silver,Foreign Used,79000.0,4.3
VHL14453,Abuja,Porsche,Cayenne,2013.0,Black,Foreign Used,91651.0,20.0
VHL17415,Ibadan,Toyota,Camry,2008.0,Black,Nigerian Used,101298.04695066821,2.4
VHL12847,Abuja,Toyota,Highlander V6,2005.0,Red,Nigerian Used,156069.08239700375,2.3
