iter	RMSE
326	0.1893094326
327	0.1891671026
328	0.1890611742
329	0.1888557294
330	0.1885788774
331	0.1883184036
332	0.1882119475
333	0.1879710795
334	0.1879062169
335	0.1876805833
336	0.1874465612
337	0.1872169448
338	0.1870001297
339	0.1868327788
340	0.1867722826
341	0.1867136391
342	0.186641146
343	0.1864230667
344	0.1862981105
345	0.1862013624
346	0.1860550598
347	0.1858520214
348	0.1856230895
349	0.1855416333
350	0.1853313628
351	0.1853006642
352	0.1850933226
353	0.1849736086
354	0.1848488823
355	0.1847894996
356	0.1846702019
357	0.1846170923
358	0.1844105445
359	0.1842853382
360	0.184203563
361	0.1840969964
362	0.1838810378
363	0.1837843914
364	0.183623649
365	0.183468253
366	0.1834037803
367	0.183383373
368	0.183320471
369	0.1832232055
370	0.183076463
371	0.1828945083
372	0.1828321054
373	0.182634228
374	0.1825406362
375	0.1824407923
376	0.182333768
377	0.18203967
378	0.1819407415
379	0.1818318404
380	0.1817775745
381	0.1816429237
382	0.1814941245
383	0.1813816485
384	0.1813182532
385	0.1812456526
386	0.181156511
387	0.1810245365
388	0.1809143552
389	0.1807366256
390	0.1806613942
391	0.1804924667
392	0.1803129267
393	0.1802265782
394	0.1801230687
395	0.1800504671
396	0.1799510911
397	0.1798224674
398	0.1797429273
399	0.1796772928
400	0.1794696097
401	0.1794047782
402	0.1793297839
403	0.1792309622
404	0.1791558711
405	0.1790759096
406	0.1789196896
407	0.1788524282
408	0.1788241698
409	0.1787427876
410	0.1786912453
411	0.1786012758
412	0.1784487066
413	0.1783546593
414	0.1782576977
415	0.1781766074
416	0.17809239
417	0.1780257052
418	0.1779433976
419	0.1778550294
420	0.1778135893
421	0.1777072724
422	0.177589353
423	0.177481521
424	0.1773771669
425	0.1772354027
426	0.1770942242
427	0.1770091445
428	0.1769183685
429	0.1768667422
430	0.1766046334
431	0.1764691579
432	0.1763201655
433	0.1761936117
434	0.176109115
435	0.1760702508
436	0.1759875537
437	0.1757622334
438	0.1756553623
439	0.1755809663
440	0.1755428702
441	0.1753850675
442	0.1752624375
443	0.1751739632
444	0.175130809
445	0.1750210864
446	0.1749468525
447	0.1749098641
448	0.1748192201
449	0.1747513661
450	0.1746560375
451	0.1745541136
452	0.1744301947
453	0.174222297
454	0.1741358693
455	0.1740153679
456	0.173961441
457	0.1738772359
458	0.1738177693
459	0.173782723
460	0.1736875001
461	0.1735984856
462	0.17348924
463	0.1734586646
464	0.1734156875
465	0.1732961441
466	0.1732190112
467	0.1731792684
468	0.1731121284
469	0.1730466218
470	0.1729402569
471	0.1727998653
472	0.1727327421
473	0.1725776857
474	0.1725394703
475	0.172465779
476	0.1724562094
477	0.1723964266
478	0.1722808647
479	0.1722100387
480	0.1721289697
481	0.1720011851
482	0.1718827833
483	0.1717902947
484	0.171691799
485	0.1716036739
486	0.1715381669
487	0.1714525505
488	0.1712602805
489	0.1711936131
490	0.1711094801
491	0.1710302517
492	0.1709643091
493	0.1708805634
494	0.1708308604
495	0.170748705
496	0.1706908073
497	0.1706370052
498	0.1705200823
499	0.1704145804
500	0.1703079034
501	0.1702248029
502	0.1701240549
503	0.1700971855
504	0.1700038964
505	0.1699378341
506	0.1698750144
507	0.1698009429
508	0.1696953439
509	0.1696271741
510	0.1695415418
511	0.169506732
512	0.1694294645
513	0.1693816416
514	0.1693034008
515	0.1692458516
516	0.1691978978
517	0.1691639758
518	0.1691198392
519	0.1690867888
520	0.1690073126
521	0.1688316511
522	0.1688058879
523	0.168721708
524	0.1686722466
525	0.1686401215
526	0.1685886869
527	0.1685597712
528	0.16852407
529	0.1684656103
530	0.1684089648
531	0.1683849129
532	0.1682838684
533	0.1682076805
534	0.1681430823
535	0.168007171
536	0.1678985988
537	0.16784139
538	0.1678148059
539	0.1676634594
540	0.1675570409
541	0.1675257217
542	0.1674385471
543	0.1673970195
544	0.1673181565
545	0.1672876643
546	0.1672481729
547	0.1671545626
548	0.1670806062
549	0.1670493143
550	0.1670223194
551	0.1669382056
552	0.1668679741
553	0.1668249472
554	0.1667487338
555	0.1666808192
556	0.1666269407
557	0.1665583099
558	0.1664996334
559	0.1664328454
560	0.1663722172
561	0.166288449
562	0.1661232524
563	0.1660503691
564	0.1659032571
565	0.1658225352
566	0.1657605579
567	0.1656619667
568	0.1656126803
569	0.1654865051
570	0.1653527995
571	0.1653246996
572	0.1652969008
573	0.165270411
574	0.1652258461
575	0.1650579899
576	0.1650170423
577	0.1649653955
578	0.1648502725
579	0.1647375127
580	0.1646462184
581	0.1644902021
582	0.1644140647
583	0.1643049683
584	0.1642354559
585	0.1641575087
586	0.164078022
587	0.1640185792
588	0.1639261093
589	0.1638832317
590	0.163790745
591	0.1637579628
592	0.1636891098
593	0.1636459673
594	0.1636110331
595	0.1635143343
596	0.1634435609
597	0.1633569917
598	0.1632412121
599	0.1631640938
600	0.1631154358
601	0.1630176707
602	0.1629613418
603	0.162890885
604	0.1628286481
605	0.1627557607
606	0.1626946664
607	0.1626184019
608	0.162556651
609	0.1624595491
610	0.1624337098
611	0.1623798873
612	0.1623224613
613	0.1622412505
614	0.1621512583
615	0.1620688366
616	0.1620191924
617	0.161976443
618	0.1619283638
619	0.1618064503
620	0.1616554921
621	0.1615679496
622	0.1615264765
623	0.1614371781
624	0.161378531
625	0.1612722801
626	0.1612007657
627	0.161176138
628	0.1610827037
629	0.1610287179
630	0.1610004513
631	0.1609534138
632	0.1609129527
633	0.160798374
634	0.1607497432
635	0.1606596141
636	0.1605933884
637	0.160461052
638	0.1603828485
639	0.1603539646
640	0.1603159434
641	0.1602657427
642	0.1602051535
643	0.1601551763
644	0.1600927751
645	0.1600268473
646	0.1599938073
647	0.1599501453
648	0.1598625526
649	0.1598023923
650	0.1597460391
651	0.1596634669
652	0.1595350768
653	0.1594854
654	0.1594560075
655	0.1594026887
656	0.1593344608
657	0.1593122381
658	0.1592322146
659	0.1591599605
660	0.1590794185
661	0.1590580778
662	0.1589921541
663	0.1589481068
664	0.1588791842
665	0.1588356723
666	0.1587754009
667	0.1587385813
668	0.1586783433
669	0.1586156884
670	0.1585600431
671	0.1585020377
672	0.1584606834
673	0.158413949
674	0.1583070014
675	0.1582415012
676	0.1581816263
677	0.1581317608
678	0.1579889664
679	0.1579447254
680	0.1579040647
681	0.1578589737
682	0.1577661611
683	0.1576928655
684	0.1576575077
685	0.1575745058
686	0.1575137209
687	0.1574581892
688	0.1574006577
689	0.1573509496
690	0.1572904482
691	0.1572588024
692	0.1572047849
693	0.1571526871
694	0.1570982568
695	0.1570594467
696	0.1570389721
697	0.1569944036
698	0.1568948408
699	0.1568517031
700	0.1568045093
701	0.1567423684
702	0.1566428161
703	0.1565712268
704	0.1565374983
705	0.1564990992
706	0.1564714055
707	0.1564071151
708	0.1563585439
709	0.1563229063
710	0.1562636294
711	0.1562239836
712	0.156159584
713	0.1561182605
714	0.1560244506
715	0.1559877556
716	0.1558943717
717	0.1558488699
718	0.1557170433
719	0.1556600147
720	0.1556227295
721	0.155602984
722	0.1555325809
723	0.1555129279
724	0.1554262882
725	0.1553407053
726	0.1552539726
727	0.1552187093
728	0.1551646233
729	0.1550584432
730	0.1550221504
731	0.1549576819
732	0.1548625265
733	0.1548018681
734	0.1547331608
735	0.154674092
736	0.1546535696
737	0.1545785497
738	0.1545558073
739	0.1544572072
740	0.1543496125
741	0.1542735913
742	0.1542210558
743	0.1541889328
744	0.1541531542
745	0.1541170997
746	0.1540840124
747	0.1540234021
748	0.1539357957
749	0.1539096429
750	0.1538686435
751	0.1538199198
752	0.153754168
753	0.1536278301
754	0.1535121164
755	0.153433359
756	0.1533952681
757	0.1533444728
758	0.1532618258
759	0.1532153462
760	0.1531683392
761	0.1531293682
762	0.1531024287
763	0.15307586
764	0.153000792
765	0.152947058
766	0.1528621199
767	0.1527874199
768	0.1526809083
769	0.1526311823
770	0.1526017743
771	0.1525344236
772	0.1524886902
773	0.1524229269
774	0.152372244
775	0.1523212182
776	0.152258926
777	0.1522310134
778	0.1521734499
779	0.1521339298
780	0.1520771131
781	0.1520156605
782	0.1519837493
783	0.1519643039
784	0.151881296
785	0.151834092
786	0.1518159446
787	0.1517953088
788	0.151749831
789	0.1516875771
790	0.1516634424
791	0.1516025231
792	0.1514990141
793	0.1514242013
794	0.1513720842
795	0.1513034872
796	0.1511662989
797	0.151081572
798	0.1510098752
799	0.1509279992
800	0.150910599
801	0.1508938861
802	0.1508357984
803	0.1508191332
804	0.1507836445
805	0.1507510258
806	0.1506336903
807	0.1505644775
808	0.1505108703
809	0.1504647219
810	0.1504470356
811	0.1504044066
812	0.1503408835
813	0.1503072887
814	0.1502685958
815	0.1502115824
816	0.1501110762
817	0.1500644164
818	0.1500377723
819	0.1499960073
820	0.1499519632
821	0.1498894908
822	0.149835034
823	0.1497632339
824	0.1497239539
825	0.1496829788
826	0.1496130983
827	0.1495596132
828	0.1495449248
829	0.1494669515
830	0.1494285413
831	0.1493945882
832	0.1493622154
833	0.1493329853
834	0.1492879471
835	0.1492196879
836	0.1491566202
837	0.1491181147
838	0.1490410079
839	0.1489654726
840	0.1488954626
841	0.1488386329
842	0.1487906943
843	0.1487446151
844	0.1487206213
845	0.1486830843
846	0.1486582109
847	0.1486326246
848	0.1485635908
849	0.1484860454
850	0.1484690822
851	0.1484143131
852	0.1482626918
853	0.1482192625
854	0.1481453971
855	0.1481162148
856	0.1480727877
857	0.1480257276
858	0.1479586727
859	0.1479020199
860	0.1478619706
861	0.1477256889
862	0.1477013872
863	0.1476372411
864	0.1475741706
865	0.1475189801
866	0.1474886521
867	0.1473872662
868	0.1473475715
869	0.1472930667
870	0.1472529524
871	0.1471966192
872	0.1471347173
873	0.1470485327
874	0.1470139899
875	0.1469454173
876	0.1469031763
877	0.146865492
878	0.1468123683
879	0.1467766579
880	0.146723284
881	0.1466865751
882	0.1466268577
883	0.1465725004
884	0.1465093722
885	0.1464298956
886	0.1463975621
887	0.1463737246
888	0.1463293646
889	0.1462769122
890	0.146261641
891	0.1462251298
892	0.1461694636
893	0.1461178779
894	0.1461079834
895	0.1460669795
896	0.1459988465
897	0.1459377031
898	0.1459229725
899	0.1458695139
900	0.1458454732
901	0.1458146703
902	0.1457690801
903	0.145713286
904	0.1456640471
905	0.1456358656
906	0.1456164379
907	0.1455629276
908	0.1454522112
909	0.1453711837
910	0.1453206135
911	0.1452674871
912	0.14523771
913	0.1451713469
914	0.1451569467
915	0.1451081073
916	0.1450814019
917	0.1449991663
918	0.1449626669
919	0.1449042076
920	0.1448745863
921	0.1448277422
922	0.1447954706
923	0.1447430084
924	0.1447149784
925	0.1446741644
926	0.144643513
927	0.1445985615
928	0.1445556459
929	0.1445121002
930	0.1444571239
931	0.1444289417
932	0.1443817071
933	0.14434737
934	0.1443089032
935	0.1442615849
936	0.1442043771
937	0.1441659241
938	0.144108396
939	0.1440316106
940	0.1440091342
941	0.1439893627
942	0.1439679343
943	0.1439201722
944	0.1438937282
945	0.1438760818
946	0.1438173914
947	0.1437611374
948	0.1436979089
949	0.1436524139
950	0.1436326665
951	0.1435423808
952	0.1435244015
953	0.143451104
954	0.1434123898
955	0.1433838286
956	0.1433354669
957	0.1433010407
958	0.1432332603
959	0.1432118961
960	0.1431887544
961	0.1431360854
962	0.1430766241
963	0.1430197514
964	0.1429821223
965	0.1429175688
966	0.142876302
967	0.1428530714
968	0.1427745073
969	0.1427336497
970	0.1427168601
971	0.1426632538
972	0.1425964343
973	0.1425649763
974	0.1425474025
975	0.1424965798
976	0.1424540073
977	0.1424014798
978	0.1423778189
979	0.1423605181
980	0.1423007693
981	0.142261728
982	0.1422403896
983	0.1421869817
984	0.1421085641
985	0.1420763511
986	0.1420453936
987	0.142015308
988	0.141983553
989	0.1419203149
990	0.141880366
991	0.1418275418
992	0.1417609366
993	0.1417163664
994	0.1416598871
995	0.1416128843
996	0.1415809671
997	0.1415430255
998	0.1415382711
999	0.1414721355
